user_id,ad_id,device,location,weekday,month,hour,clicked,converted,age_group,gender,country,category,advertiser_id,format,bid,user_historical_ctr,ad_historical_ctr,user_x_category_ctr,user_x_advertiser_converted,user_x_category_converted
1,4,mobile,US,2,3,23,1,0,18-24,M,US,shoes,2,image,1.0,0.2,0.20689655172413793,0.7142857142857143,0,0
1,18,mobile,US,1,2,6,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,20,mobile,US,6,12,17,0,0,18-24,M,US,food,5,carousel,1.1,0.2,0.34782608695652173,0.0,0,0
1,15,mobile,Asia,1,3,22,0,0,18-24,M,US,food,5,image,0.8,0.2,0.2692307692307692,0.0,0,0
1,9,mobile,Asia,3,2,2,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
1,12,desktop,EU,7,1,23,0,0,18-24,M,US,tech,4,video,4.8,0.2,0.4230769230769231,0.0,0,0
1,4,tablet,US,5,5,20,1,0,18-24,M,US,shoes,2,image,1.0,0.2,0.20689655172413793,0.7142857142857143,0,0
1,19,mobile,US,6,4,9,0,0,18-24,M,US,food,5,video,1.8,0.2,0.3235294117647059,0.0,0,0
1,8,desktop,US,4,11,11,0,0,18-24,M,US,tech,3,video,4.5,0.2,0.25,0.0,0,0
1,12,mobile,US,6,11,2,0,0,18-24,M,US,tech,4,video,4.8,0.2,0.4230769230769231,0.0,0,0
1,6,mobile,US,4,7,8,0,0,18-24,M,US,shoes,2,carousel,1.5,0.2,0.16666666666666666,0.7142857142857143,0,0
1,18,mobile,US,7,1,7,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,11,mobile,US,5,12,10,0,0,18-24,M,US,tech,4,image,3.5,0.2,0.2916666666666667,0.0,0,0
1,16,mobile,Asia,4,3,8,0,0,18-24,M,US,food,5,video,1.5,0.2,0.28,0.0,0,0
1,18,mobile,EU,4,10,12,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,5,mobile,US,1,2,4,1,0,18-24,M,US,shoes,2,video,2.2,0.2,0.2962962962962963,0.7142857142857143,0,0
1,14,mobile,US,5,8,16,0,0,18-24,M,US,tech,4,image,3.0,0.2,0.5,0.0,0,0
1,18,desktop,US,6,2,21,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,9,desktop,US,3,7,5,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
1,9,tablet,EU,5,2,20,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
1,17,mobile,US,7,3,17,0,0,18-24,M,US,food,5,carousel,1.2,0.2,0.25,0.0,0,0
1,17,tablet,EU,4,1,3,0,0,18-24,M,US,food,5,carousel,1.2,0.2,0.25,0.0,0,0
1,10,mobile,US,5,2,2,0,0,18-24,M,US,tech,3,carousel,2.8,0.2,0.24242424242424243,0.0,0,0
1,3,tablet,EU,2,3,21,1,0,18-24,M,US,shoes,1,carousel,1.8,0.2,0.4411764705882353,0.7142857142857143,0,0
1,9,mobile,EU,2,9,23,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
1,10,mobile,EU,3,8,16,0,0,18-24,M,US,tech,3,carousel,2.8,0.2,0.24242424242424243,0.0,0,0
1,8,mobile,US,5,9,7,0,0,18-24,M,US,tech,3,video,4.5,0.2,0.25,0.0,0,0
1,1,mobile,EU,2,2,1,0,0,18-24,M,US,shoes,1,image,1.2,0.2,0.35294117647058826,0.7142857142857143,0,0
1,3,mobile,US,4,4,17,1,0,18-24,M,US,shoes,1,carousel,1.8,0.2,0.4411764705882353,0.7142857142857143,0,0
1,19,mobile,US,4,7,6,0,0,18-24,M,US,food,5,video,1.8,0.2,0.3235294117647059,0.0,0,0
1,14,mobile,US,7,12,1,0,0,18-24,M,US,tech,4,image,3.0,0.2,0.5,0.0,0,0
1,4,mobile,EU,7,2,7,1,0,18-24,M,US,shoes,2,image,1.0,0.2,0.20689655172413793,0.7142857142857143,0,0
1,5,mobile,US,2,2,14,1,0,18-24,M,US,shoes,2,video,2.2,0.2,0.2962962962962963,0.7142857142857143,0,0
1,4,mobile,Asia,7,1,2,0,0,18-24,M,US,shoes,2,image,1.0,0.2,0.20689655172413793,0.7142857142857143,0,0
1,8,mobile,US,2,7,1,0,0,18-24,M,US,tech,3,video,4.5,0.2,0.25,0.0,0,0
1,1,tablet,US,7,8,9,1,0,18-24,M,US,shoes,1,image,1.2,0.2,0.35294117647058826,0.7142857142857143,0,0
1,18,mobile,US,2,5,6,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,19,desktop,US,3,1,1,0,0,18-24,M,US,food,5,video,1.8,0.2,0.3235294117647059,0.0,0,0
1,17,tablet,EU,1,9,2,0,0,18-24,M,US,food,5,carousel,1.2,0.2,0.25,0.0,0,0
1,3,mobile,EU,2,7,3,0,0,18-24,M,US,shoes,1,carousel,1.8,0.2,0.4411764705882353,0.7142857142857143,0,0
1,19,mobile,EU,5,2,13,0,0,18-24,M,US,food,5,video,1.8,0.2,0.3235294117647059,0.0,0,0
1,19,mobile,Asia,2,11,22,0,0,18-24,M,US,food,5,video,1.8,0.2,0.3235294117647059,0.0,0,0
1,9,mobile,EU,3,8,10,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
1,3,mobile,EU,5,2,2,1,0,18-24,M,US,shoes,1,carousel,1.8,0.2,0.4411764705882353,0.7142857142857143,0,0
1,5,tablet,Asia,2,6,9,1,0,18-24,M,US,shoes,2,video,2.2,0.2,0.2962962962962963,0.7142857142857143,0,0
1,10,mobile,Asia,6,9,0,0,0,18-24,M,US,tech,3,carousel,2.8,0.2,0.24242424242424243,0.0,0,0
1,18,mobile,EU,2,5,3,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,18,mobile,US,2,12,10,0,0,18-24,M,US,food,5,image,0.9,0.2,0.20689655172413793,0.0,0,0
1,9,mobile,US,7,1,2,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
1,9,mobile,US,2,11,8,0,0,18-24,M,US,tech,3,image,3.2,0.2,0.2,0.0,0,0
2,15,mobile,US,1,2,2,0,0,25-34,F,UK,food,5,image,0.8,0.38,0.2692307692307692,0.16666666666666666,0,0
2,5,mobile,Asia,5,9,4,1,1,25-34,F,UK,shoes,2,video,2.2,0.38,0.2962962962962963,0.8823529411764706,1,1
2,12,desktop,EU,7,1,11,0,0,25-34,F,UK,tech,4,video,4.8,0.38,0.4230769230769231,0.06666666666666667,0,0
2,8,mobile,US,5,7,19,0,0,25-34,F,UK,tech,3,video,4.5,0.38,0.25,0.06666666666666667,0,0
2,8,desktop,Asia,7,3,13,1,0,25-34,F,UK,tech,3,video,4.5,0.38,0.25,0.06666666666666667,0,0
2,11,desktop,US,6,12,7,0,0,25-34,F,UK,tech,4,image,3.5,0.38,0.2916666666666667,0.06666666666666667,0,0
2,4,mobile,US,4,4,6,0,0,25-34,F,UK,shoes,2,image,1.0,0.38,0.20689655172413793,0.8823529411764706,1,1
2,15,mobile,Asia,7,4,7,1,0,25-34,F,UK,food,5,image,0.8,0.38,0.2692307692307692,0.16666666666666666,0,0
2,11,mobile,US,7,5,11,0,0,25-34,F,UK,tech,4,image,3.5,0.38,0.2916666666666667,0.06666666666666667,0,0
2,13,mobile,Asia,3,1,3,0,0,25-34,F,UK,tech,4,carousel,2.5,0.38,0.3888888888888889,0.06666666666666667,0,0
2,9,mobile,Asia,3,1,3,0,0,25-34,F,UK,tech,3,image,3.2,0.38,0.2,0.06666666666666667,0,0
2,12,desktop,US,5,9,3,0,0,25-34,F,UK,tech,4,video,4.8,0.38,0.4230769230769231,0.06666666666666667,0,0
2,19,mobile,US,4,1,16,0,0,25-34,F,UK,food,5,video,1.8,0.38,0.3235294117647059,0.16666666666666666,0,0
2,18,mobile,Asia,6,11,6,0,0,25-34,F,UK,food,5,image,0.9,0.38,0.20689655172413793,0.16666666666666666,0,0
2,3,tablet,Asia,5,6,21,1,0,25-34,F,UK,shoes,1,carousel,1.8,0.38,0.4411764705882353,0.8823529411764706,1,1
2,10,mobile,EU,3,7,22,0,0,25-34,F,UK,tech,3,carousel,2.8,0.38,0.24242424242424243,0.06666666666666667,0,0
2,5,mobile,EU,4,11,23,1,0,25-34,F,UK,shoes,2,video,2.2,0.38,0.2962962962962963,0.8823529411764706,1,1
2,10,mobile,Asia,3,5,6,0,0,25-34,F,UK,tech,3,carousel,2.8,0.38,0.24242424242424243,0.06666666666666667,0,0
2,19,mobile,US,4,8,21,0,0,25-34,F,UK,food,5,video,1.8,0.38,0.3235294117647059,0.16666666666666666,0,0
2,16,desktop,Asia,6,3,21,1,0,25-34,F,UK,food,5,video,1.5,0.38,0.28,0.16666666666666666,0,0
2,20,mobile,Asia,7,4,21,0,0,25-34,F,UK,food,5,carousel,1.1,0.38,0.34782608695652173,0.16666666666666666,0,0
2,7,mobile,US,4,10,2,1,0,25-34,F,UK,shoes,2,image,1.3,0.38,0.2222222222222222,0.8823529411764706,1,1
2,19,mobile,EU,4,7,7,0,0,25-34,F,UK,food,5,video,1.8,0.38,0.3235294117647059,0.16666666666666666,0,0
2,1,desktop,Asia,1,7,7,1,0,25-34,F,UK,shoes,1,image,1.2,0.38,0.35294117647058826,0.8823529411764706,1,1
2,17,mobile,EU,7,2,14,0,0,25-34,F,UK,food,5,carousel,1.2,0.38,0.25,0.16666666666666666,0,0
2,15,mobile,Asia,5,6,14,0,0,25-34,F,UK,food,5,image,0.8,0.38,0.2692307692307692,0.16666666666666666,0,0
2,17,mobile,Asia,4,3,23,0,0,25-34,F,UK,food,5,carousel,1.2,0.38,0.25,0.16666666666666666,0,0
2,15,mobile,US,6,5,16,0,0,25-34,F,UK,food,5,image,0.8,0.38,0.2692307692307692,0.16666666666666666,0,0
2,8,mobile,US,3,4,8,0,0,25-34,F,UK,tech,3,video,4.5,0.38,0.25,0.06666666666666667,0,0
2,18,mobile,US,4,12,4,0,0,25-34,F,UK,food,5,image,0.9,0.38,0.20689655172413793,0.16666666666666666,0,0
2,3,mobile,US,4,7,1,1,1,25-34,F,UK,shoes,1,carousel,1.8,0.38,0.4411764705882353,0.8823529411764706,1,1
2,19,tablet,US,7,10,12,0,0,25-34,F,UK,food,5,video,1.8,0.38,0.3235294117647059,0.16666666666666666,0,0
2,12,mobile,US,7,7,17,0,0,25-34,F,UK,tech,4,video,4.8,0.38,0.4230769230769231,0.06666666666666667,0,0
2,18,desktop,Asia,4,4,8,0,0,25-34,F,UK,food,5,image,0.9,0.38,0.20689655172413793,0.16666666666666666,0,0
2,1,mobile,EU,7,7,23,1,0,25-34,F,UK,shoes,1,image,1.2,0.38,0.35294117647058826,0.8823529411764706,1,1
2,5,tablet,EU,4,10,18,1,1,25-34,F,UK,shoes,2,video,2.2,0.38,0.2962962962962963,0.8823529411764706,1,1
2,14,mobile,US,1,5,12,0,0,25-34,F,UK,tech,4,image,3.0,0.38,0.5,0.06666666666666667,0,0
2,15,mobile,EU,4,5,13,0,0,25-34,F,UK,food,5,image,0.8,0.38,0.2692307692307692,0.16666666666666666,0,0
2,3,mobile,EU,1,6,7,1,0,25-34,F,UK,shoes,1,carousel,1.8,0.38,0.4411764705882353,0.8823529411764706,1,1
2,2,desktop,Asia,2,1,19,1,1,25-34,F,UK,shoes,1,video,2.5,0.38,0.22727272727272727,0.8823529411764706,1,1
2,4,mobile,US,6,5,11,1,0,25-34,F,UK,shoes,2,image,1.0,0.38,0.20689655172413793,0.8823529411764706,1,1
2,4,desktop,US,3,2,18,1,1,25-34,F,UK,shoes,2,image,1.0,0.38,0.20689655172413793,0.8823529411764706,1,1
2,13,mobile,EU,1,10,22,0,0,25-34,F,UK,tech,4,carousel,2.5,0.38,0.3888888888888889,0.06666666666666667,0,0
2,8,mobile,EU,7,11,19,0,0,25-34,F,UK,tech,3,video,4.5,0.38,0.25,0.06666666666666667,0,0
2,19,desktop,US,4,11,11,1,0,25-34,F,UK,food,5,video,1.8,0.38,0.3235294117647059,0.16666666666666666,0,0
2,1,desktop,Asia,1,7,11,1,0,25-34,F,UK,shoes,1,image,1.2,0.38,0.35294117647058826,0.8823529411764706,1,1
2,5,mobile,EU,6,5,19,1,0,25-34,F,UK,shoes,2,video,2.2,0.38,0.2962962962962963,0.8823529411764706,1,1
2,16,mobile,Asia,5,5,10,0,0,25-34,F,UK,food,5,video,1.5,0.38,0.28,0.16666666666666666,0,0
2,3,mobile,US,7,8,18,1,1,25-34,F,UK,shoes,1,carousel,1.8,0.38,0.4411764705882353,0.8823529411764706,1,1
2,1,mobile,US,4,4,11,0,0,25-34,F,UK,shoes,1,image,1.2,0.38,0.35294117647058826,0.8823529411764706,1,1
3,11,mobile,EU,3,9,0,0,0,35-44,M,Germany,tech,4,image,3.5,0.34,0.2916666666666667,0.0625,0,0
3,7,mobile,EU,4,9,7,0,0,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,16,mobile,US,3,4,12,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,10,mobile,US,5,9,11,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,18,mobile,EU,3,5,8,0,0,35-44,M,Germany,food,5,image,0.9,0.34,0.20689655172413793,0.0625,0,0
3,7,mobile,EU,7,12,5,1,0,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,9,desktop,Asia,5,10,9,0,0,35-44,M,Germany,tech,3,image,3.2,0.34,0.2,0.0625,0,0
3,7,mobile,US,3,1,22,1,1,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,2,mobile,EU,2,11,15,1,1,35-44,M,Germany,shoes,1,video,2.5,0.34,0.22727272727272727,0.8333333333333334,1,1
3,10,mobile,US,2,1,8,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,16,mobile,US,4,2,18,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,2,mobile,Asia,3,2,7,1,0,35-44,M,Germany,shoes,1,video,2.5,0.34,0.22727272727272727,0.8333333333333334,1,1
3,20,mobile,EU,7,9,12,0,0,35-44,M,Germany,food,5,carousel,1.1,0.34,0.34782608695652173,0.0625,0,0
3,15,mobile,EU,4,5,18,0,0,35-44,M,Germany,food,5,image,0.8,0.34,0.2692307692307692,0.0625,0,0
3,20,tablet,US,7,4,20,0,0,35-44,M,Germany,food,5,carousel,1.1,0.34,0.34782608695652173,0.0625,0,0
3,3,mobile,US,1,3,0,1,0,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,16,mobile,US,6,5,22,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,3,mobile,Asia,7,11,18,1,0,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,14,mobile,US,2,5,4,0,0,35-44,M,Germany,tech,4,image,3.0,0.34,0.5,0.0625,0,0
3,6,desktop,EU,7,10,9,1,0,35-44,M,Germany,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.8333333333333334,1,1
3,10,mobile,Asia,5,9,15,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,20,mobile,US,3,10,8,1,0,35-44,M,Germany,food,5,carousel,1.1,0.34,0.34782608695652173,0.0625,0,0
3,19,mobile,US,7,11,8,0,0,35-44,M,Germany,food,5,video,1.8,0.34,0.3235294117647059,0.0625,0,0
3,6,mobile,EU,3,3,18,1,0,35-44,M,Germany,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.8333333333333334,1,1
3,3,mobile,US,3,11,3,1,1,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,16,mobile,Asia,7,9,1,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,11,mobile,US,7,7,16,0,0,35-44,M,Germany,tech,4,image,3.5,0.34,0.2916666666666667,0.0625,0,0
3,1,mobile,EU,4,1,6,1,0,35-44,M,Germany,shoes,1,image,1.2,0.34,0.35294117647058826,0.8333333333333334,1,1
3,16,mobile,EU,2,5,17,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,10,mobile,EU,1,1,20,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,8,desktop,US,1,9,13,0,0,35-44,M,Germany,tech,3,video,4.5,0.34,0.25,0.0625,0,0
3,4,mobile,US,7,3,15,0,0,35-44,M,Germany,shoes,2,image,1.0,0.34,0.20689655172413793,0.8333333333333334,1,1
3,10,mobile,US,7,8,15,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,18,mobile,US,5,9,23,0,0,35-44,M,Germany,food,5,image,0.9,0.34,0.20689655172413793,0.0625,0,0
3,3,mobile,EU,4,6,16,1,1,35-44,M,Germany,shoes,1,carousel,1.8,0.34,0.4411764705882353,0.8333333333333334,1,1
3,10,desktop,EU,6,8,4,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,16,mobile,EU,5,7,14,0,0,35-44,M,Germany,food,5,video,1.5,0.34,0.28,0.0625,0,0
3,7,tablet,US,4,4,13,1,0,35-44,M,Germany,shoes,2,image,1.3,0.34,0.2222222222222222,0.8333333333333334,1,1
3,13,mobile,EU,7,11,4,0,0,35-44,M,Germany,tech,4,carousel,2.5,0.34,0.3888888888888889,0.0625,0,0
3,2,mobile,Asia,3,2,14,1,0,35-44,M,Germany,shoes,1,video,2.5,0.34,0.22727272727272727,0.8333333333333334,1,1
3,1,desktop,US,6,3,2,1,0,35-44,M,Germany,shoes,1,image,1.2,0.34,0.35294117647058826,0.8333333333333334,1,1
3,11,mobile,US,1,6,21,0,0,35-44,M,Germany,tech,4,image,3.5,0.34,0.2916666666666667,0.0625,0,0
3,13,tablet,EU,7,8,17,1,0,35-44,M,Germany,tech,4,carousel,2.5,0.34,0.3888888888888889,0.0625,0,0
3,10,tablet,EU,4,2,20,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,4,mobile,EU,1,1,10,0,0,35-44,M,Germany,shoes,2,image,1.0,0.34,0.20689655172413793,0.8333333333333334,1,1
3,10,mobile,US,2,9,13,0,0,35-44,M,Germany,tech,3,carousel,2.8,0.34,0.24242424242424243,0.0625,0,0
3,6,mobile,US,7,7,19,1,1,35-44,M,Germany,shoes,2,carousel,1.5,0.34,0.16666666666666666,0.8333333333333334,1,1
3,19,mobile,US,3,8,8,0,0,35-44,M,Germany,food,5,video,1.8,0.34,0.3235294117647059,0.0625,0,0
3,15,tablet,EU,2,2,14,0,0,35-44,M,Germany,food,5,image,0.8,0.34,0.2692307692307692,0.0625,0,0
3,19,mobile,Asia,6,5,14,0,0,35-44,M,Germany,food,5,video,1.8,0.34,0.3235294117647059,0.0625,0,0
4,7,tablet,Asia,1,4,12,0,0,25-34,F,US,shoes,2,image,1.3,0.26,0.2222222222222222,0.0,0,0
4,19,mobile,EU,1,11,12,0,0,25-34,F,US,food,5,video,1.8,0.26,0.3235294117647059,0.0,0,0
4,19,desktop,EU,1,10,23,0,0,25-34,F,US,food,5,video,1.8,0.26,0.3235294117647059,0.0,0,0
4,10,desktop,US,7,6,7,1,0,25-34,F,US,tech,3,carousel,2.8,0.26,0.24242424242424243,0.7647058823529411,1,1
4,5,mobile,Asia,6,1,9,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,2,mobile,EU,1,5,10,0,0,25-34,F,US,shoes,1,video,2.5,0.26,0.22727272727272727,0.0,0,0
4,6,mobile,EU,3,9,16,0,0,25-34,F,US,shoes,2,carousel,1.5,0.26,0.16666666666666666,0.0,0,0
4,6,mobile,Asia,4,5,23,0,0,25-34,F,US,shoes,2,carousel,1.5,0.26,0.16666666666666666,0.0,0,0
4,4,mobile,US,7,4,21,0,0,25-34,F,US,shoes,2,image,1.0,0.26,0.20689655172413793,0.0,0,0
4,13,tablet,Asia,3,2,12,1,0,25-34,F,US,tech,4,carousel,2.5,0.26,0.3888888888888889,0.7647058823529411,1,1
4,15,mobile,EU,3,10,12,0,0,25-34,F,US,food,5,image,0.8,0.26,0.2692307692307692,0.0,0,0
4,12,mobile,US,1,10,17,1,0,25-34,F,US,tech,4,video,4.8,0.26,0.4230769230769231,0.7647058823529411,1,1
4,3,mobile,US,6,5,20,0,0,25-34,F,US,shoes,1,carousel,1.8,0.26,0.4411764705882353,0.0,0,0
4,5,mobile,US,4,2,3,0,0,25-34,F,US,shoes,2,video,2.2,0.26,0.2962962962962963,0.0,0,0
4,18,mobile,US,6,12,22,0,0,25-34,F,US,food,5,image,0.9,0.26,0.20689655172413793,0.0,0,0
4,14,mobile,EU,4,11,3,1,0,25-34,F,US,tech,4,image,3.0,0.26,0.5,0.7647058823529411,1,1
4,9,mobile,US,4,8,7,0,0,25-34,F,US,tech,3,image,3.2,0.26,0.2,0.7647058823529411,1,1
4,4,tablet,US,6,6,1,0,0,25-34,F,US,shoes,2,image,1.0,0.26,0.20689655172413793,0.0,0,0
